incident_id,company_id,breach_type,total_loss_val,records_stolen,forensics_retained,post_breach_pr_cost,is_claim_filed
,78,,,,,,0
INC-000078,79,Ransomware,5565336.16,35129.0,1.0,278266.81,1
INC-000079,80,Phishing,4933449.66,30882.0,1.0,246672.48,1
,81,,,,,,0
INC-000081,82,Insider Threat,420343.1,1335.0,1.0,21017.15,1
,83,,,,,,0
,84,,,,,,0
,85,,,,,,0
,86,,,,,,0
,87,,,,,,0
,88,,,,,,0
,89,,,,,,0
,90,,,,,,0
,91,,,,,,0
,92,,,,,,0
,93,,,,,,0
,94,,,,,,0
,95,,,,,,0
,96,,,,,,0
,97,,,,,,0
INC-000097,98,Insider Threat,12894195.41,82842.0,1.0,644709.77,1
INC-000098,99,Ransomware,24509406.05,162167.0,1.0,1225470.3,1
INC-000099,100,Insider Threat,25959031.98,171969.0,1.0,1297951.6,1
INC-000100,101,Phishing,5054966.28,33120.0,1.0,252748.31,1
,102,,,,,,0
INC-000102,103,Phishing,1886454.69,10769.0,1.0,94322.73,1
,104,,,,,,0
,105,,,,,,0
,106,,,,,,0
INC-000106,107,Ransomware,7524087.65,49479.0,1.0,376204.38,1
,108,,,,,,0
,109,,,,,,0
,110,,,,,,0
INC-000110,111,Insider Threat,1267879.72,6098.0,1.0,63393.99,1
,112,,,,,,0
,113,,,,,,0
,114,,,,,,0
,115,,,,,,0
,116,,,,,,0
,117,,,,,,0
,118,,,,,,0
,119,,,,,,0
INC-000119,120,Insider Threat,62029096.73,413065.0,1.0,3101454.84,1
,121,,,,,,0
,122,,,,,,0
,123,,,,,,0
INC-000123,124,Insider Threat,14306546.69,93295.0,1.0,715327.33,1
,125,,,,,,0
INC-000125,126,DDoS,12551881.85,81218.0,1.0,627594.09,1
,127,,,,,,0
,128,,,,,,0
INC-000128,129,Insider Threat,2588827.48,14830.0,1.0,129441.37,1
INC-000129,130,Phishing,9534215.82,60344.0,1.0,476710.79,1
,131,,,,,,0
,132,,,,,,0
INC-000132,133,Phishing,8323044.57,54780.0,1.0,416152.23,1
,134,,,,,,0
INC-000134,135,Ransomware,3681101.74,22301.0,1.0,184055.09,1
INC-000135,136,Ransomware,968309.22,3159.0,1.0,48415.46,1
,137,,,,,,0
,138,,,,,,0
,139,,,,,,0
,140,,,,,,0
,141,,,,,,0
INC-000141,142,Insider Threat,586496.46,2162.0,1.0,29324.82,1
,143,,,,,,0
,144,,,,,,0
INC-000144,145,Phishing,11062858.53,73263.0,1.0,553142.93,1
,146,,,,,,0
,147,,,,,,0
,148,,,,,,0
,149,,,,,,0
,150,,,,,,0
,151,,,,,,0
,152,,,,,,0
INC-000152,153,Ransomware,2817931.43,16368.0,1.0,140896.57,1
,154,,,,,,0
,155,,,,,,0
,156,,,,,,0
,157,,,,,,0
,158,,,,,,0
,159,,,,,,0
,160,,,,,,0
INC-000160,161,DDoS,2114689.94,13743.0,1.0,105734.5,1
,162,,,,,,0
,163,,,,,,0
INC-000163,164,DDoS,39764499.77,264618.0,1.0,1988224.99,1
,165,,,,,,0
,166,,,,,,0
INC-000166,167,Ransomware,2768858.37,17114.0,1.0,138442.92,1
INC-000167,168,Insider Threat,3805363.22,23278.0,1.0,190268.16,1
INC-000168,169,DDoS,34403887.8,227812.0,1.0,1720194.39,1
INC-000169,170,DDoS,887820.44,5570.0,1.0,44391.02,1
,171,,,,,,0
,172,,,,,,0
,173,,,,,,0
,174,,,,,,0
INC-000174,175,Insider Threat,377226.21,1253.0,1.0,18861.31,1
,176,,,,,,0
INC-000176,177,DDoS,2111906.38,10970.0,1.0,105595.32,1
,178,,,,,,0
,179,,,,,,0
,180,,,,,,0
,181,,,,,,0
INC-000181,182,Phishing,3772135.82,23045.0,1.0,188606.79,1
INC-000182,183,Ransomware,1038375.44,4068.0,1.0,51918.77,1
INC-000183,184,Phishing,20484669.47,135270.0,1.0,1024233.47,1
INC-000184,185,Ransomware,2386226.41,13041.0,1.0,119311.32,1
,186,,,,,,0
,187,,,,,,0
INC-000187,188,Phishing,559629.22,2344.0,1.0,27981.46,1
,189,,,,,,0
INC-000189,190,Ransomware,2326235.21,13517.0,1.0,116311.76,1
INC-000190,191,Insider Threat,2263643.34,13723.0,1.0,113182.17,1
,192,,,,,,0
,193,,,,,,0
,194,,,,,,0
,195,,,,,,0
,196,,,,,,0
,197,,,,,,0
,198,,,,,,0
,199,,,,,,0
,200,,,,,,0
,201,,,,,,0
,202,,,,,,0
INC-000202,203,DDoS,3561075.63,21676.0,1.0,178053.78,1
,204,,,,,,0
,205,,,,,,0
,206,,,,,,0
,207,,,,,,0
INC-000207,208,Insider Threat,3227398.73,20128.0,1.0,161369.94,1
,209,,,,,,0
INC-000209,210,Ransomware,100332941.63,667722.0,1.0,5016647.08,1
,211,,,,,,0
,212,,,,,,0
,213,,,,,,0
,214,,,,,,0
INC-000214,215,Insider Threat,33013036.25,218972.0,1.0,1650651.81,1
INC-000215,216,Insider Threat,813699.12,4503.0,1.0,40684.96,1
,217,,,,,,0
INC-000217,218,Ransomware,530311.72,2910.0,1.0,26515.59,1
,219,,,,,,0
,220,,,,,,0
,221,,,,,,0
,222,,,,,,0
INC-000222,223,DDoS,274604277.52,1828803.0,1.0,13730213.88,1
,224,,,,,,0
INC-000224,225,DDoS,4035336.81,26216.0,1.0,201766.84,1
,226,,,,,,0
,227,,,,,,0
INC-000227,228,DDoS,47467524.05,313510.0,1.0,2373376.2,1
,229,,,,,,0
,230,,,,,,0
,231,,,,,,0
,232,,,,,,0
,233,,,,,,0
,234,,,,,,0
,235,,,,,,0
,236,,,,,,0
,237,,,,,,0
,238,,,,,,0
,239,,,,,,0
INC-000239,240,DDoS,6904230.47,44026.0,1.0,345211.52,1
,241,,,,,,0
,242,,,,,,0
,243,,,,,,0
,244,,,,,,0
,245,,,,,,0
,246,,,,,,0
,247,,,,,,0
,248,,,,,,0
,249,,,,,,0
,250,,,,,,0
,251,,,,,,0
,252,,,,,,0
,253,,,,,,0
,254,,,,,,0
,255,,,,,,0
,256,,,,,,0
INC-000256,257,Phishing,14413887.39,93704.0,1.0,720694.37,1
,258,,,,,,0
,259,,,,,,0
,260,,,,,,0
,261,,,,,,0
,262,,,,,,0
INC-000262,263,DDoS,9603106.77,61712.0,1.0,480155.34,1
,264,,,,,,0
,265,,,,,,0
,266,,,,,,0
INC-000266,267,DDoS,7038702.21,44906.0,1.0,351935.11,1
,268,,,,,,0
,269,,,,,,0
,270,,,,,,0
,271,,,,,,0
INC-000271,272,Ransomware,988190.01,5884.0,1.0,49409.5,1
INC-000272,273,Ransomware,2900163.65,18053.0,1.0,145008.18,1
INC-000273,274,DDoS,17624206.27,115659.0,1.0,881210.31,1
INC-000274,275,Insider Threat,1498603.8,8788.0,1.0,74930.19,1
,276,,,,,,0
,277,,,,,,0
INC-000277,278,Phishing,1114977.35,4248.0,1.0,55748.87,1
,279,,,,,,0
INC-000279,280,Phishing,4285830.99,25307.0,1.0,214291.55,1
,281,,,,,,0
,282,,,,,,0
,283,,,,,,0
INC-000283,284,Ransomware,8084803.68,53096.0,1.0,404240.18,1
,285,,,,,,0
INC-000285,286,Insider Threat,17473598.93,113895.0,1.0,873679.95,1
INC-000286,287,Phishing,4952121.27,32429.0,1.0,247606.06,1
,288,,,,,,0
,289,,,,,,0
,290,,,,,,0
INC-000290,291,Insider Threat,4221384.66,25329.0,1.0,211069.23,1
INC-000291,292,Phishing,8470552.64,55863.0,1.0,423527.63,1
,293,,,,,,0
,294,,,,,,0
INC-000294,295,Insider Threat,5614892.99,35966.0,1.0,280744.65,1
,296,,,,,,0
,297,,,,,,0
,298,,,,,,0
,299,,,,,,0
INC-000299,300,Ransomware,2856823.72,17393.0,1.0,142841.19,1
,301,,,,,,0
INC-000301,302,Insider Threat,2456186.33,14258.0,1.0,122809.32,1
,303,,,,,,0
,304,,,,,,0
,305,,,,,,0
,306,,,,,,0
,307,,,,,,0
,308,,,,,,0
,309,,,,,,0
,310,,,,,,0
,311,,,,,,0
INC-000311,312,DDoS,32391929.77,214243.0,1.0,1619596.49,1
INC-000312,313,Ransomware,15329098.26,100097.0,1.0,766454.91,1
,314,,,,,,0
INC-000314,315,Ransomware,7010837.15,44671.0,1.0,350541.86,1
,316,,,,,,0
INC-000316,317,Ransomware,8993911.58,57459.0,1.0,449695.58,1
,318,,,,,,0
,319,,,,,,0
,320,,,,,,0
INC-000320,321,Ransomware,831351.59,3978.0,1.0,41567.58,1
INC-000321,322,Insider Threat,1265339.48,5926.0,1.0,63266.97,1
,323,,,,,,0
,324,,,,,,0
,325,,,,,,0
,326,,,,,,0
,327,,,,,,0
,328,,,,,,0
,329,,,,,,0
,330,,,,,,0
INC-000330,331,Insider Threat,925627.65,4838.0,1.0,46281.38,1
,332,,,,,,0
INC-000332,333,Phishing,3487161.94,22104.0,1.0,174358.1,1
INC-000333,334,Insider Threat,62970050.44,416989.0,1.0,3148502.52,1
INC-000334,335,Phishing,25158115.02,166990.0,1.0,1257905.75,1
INC-000335,336,DDoS,3470170.59,21175.0,1.0,173508.53,1
INC-000336,337,DDoS,287977.58,988.0,1.0,14398.88,1
,338,,,,,,0
,339,,,,,,0
INC-000339,340,DDoS,75800663.34,502336.0,1.0,3790033.17,1
,341,,,,,,0
,342,,,,,,0
INC-000342,343,Ransomware,2998060.55,16714.0,1.0,149903.03,1
,344,,,,,,0
,345,,,,,,0
,346,,,,,,0
INC-000346,347,Phishing,561179.88,3310.0,1.0,28058.99,1
INC-000347,348,DDoS,7396618.81,46587.0,1.0,369830.94,1
,349,,,,,,0
,350,,,,,,0
,351,,,,,,0
INC-000351,352,DDoS,507810.56,1243.0,1.0,25390.53,1
,353,,,,,,0
INC-000353,354,Phishing,2852533.72,17246.0,1.0,142626.69,1
,355,,,,,,0
,356,,,,,,0
INC-000356,357,Insider Threat,3458532.52,22006.0,1.0,172926.63,1
INC-000357,358,Ransomware,3732635.02,23885.0,1.0,186631.75,1
INC-000358,359,Insider Threat,542793.34,2021.0,1.0,27139.67,1
INC-000359,360,DDoS,17340217.94,114563.0,1.0,867010.9,1
,361,,,,,,0
INC-000361,362,Insider Threat,10419335.42,67032.0,1.0,520966.77,1
INC-000362,363,DDoS,1446800.2,8966.0,1.0,72340.01,1
,364,,,,,,0
,365,,,,,,0
,366,,,,,,0
INC-000366,367,Phishing,29001097.48,191205.0,1.0,1450054.87,1
,368,,,,,,0
INC-000368,369,Insider Threat,3349829.36,21794.0,1.0,167491.47,1
,370,,,,,,0
,371,,,,,,0
INC-000371,372,Insider Threat,23638861.47,156557.0,1.0,1181943.07,1
,373,,,,,,0
,374,,,,,,0
INC-000374,375,DDoS,12982393.05,85620.0,1.0,649119.65,1
INC-000375,376,Phishing,338519.68,1314.0,1.0,16925.98,1
,377,,,,,,0
,378,,,,,,0
,379,,,,,,0
INC-000379,380,Phishing,2002932.26,11899.0,1.0,100146.61,1
,381,,,,,,0
INC-000381,382,Insider Threat,1783064.11,9509.0,1.0,89153.21,1
,383,,,,,,0
,384,,,,,,0
INC-000384,385,Phishing,3312842.98,18813.0,1.0,165642.15,1
,386,,,,,,0
,387,,,,,,0
INC-000387,388,Ransomware,4685276.9,30689.0,1.0,234263.85,1
,389,,,,,,0
,390,,,,,,0
,391,,,,,,0
INC-000391,392,Insider Threat,46801635.69,310266.0,1.0,2340081.78,1
INC-000392,393,Phishing,428961.33,1842.0,1.0,21448.07,1
INC-000393,394,Insider Threat,7374661.14,47892.0,1.0,368733.06,1
,395,,,,,,0
,396,,,,,,0
,397,,,,,,0
INC-000397,398,Ransomware,9295658.39,60079.0,1.0,464782.92,1
,399,,,,,,0
INC-000399,400,Phishing,1034704.41,4960.0,1.0,51735.22,1
,401,,,,,,0
INC-000401,402,Ransomware,1531443.36,9455.0,1.0,76572.17,1
,403,,,,,,0
,404,,,,,,0
,405,,,,,,0
,406,,,,,,0
,407,,,,,,0
INC-000407,408,Insider Threat,486546.4,2146.0,1.0,24327.32,1
,409,,,,,,0
,410,,,,,,0
,411,,,,,,0
,412,,,,,,0
,413,,,,,,0
INC-000413,414,Insider Threat,1514999.3,9762.0,1.0,75749.97,1
,415,,,,,,0
,416,,,,,,0
,417,,,,,,0
,418,,,,,,0
,419,,,,,,0
,420,,,,,,0
,421,,,,,,0
,422,,,,,,0
INC-000422,423,Insider Threat,18716501.26,123634.0,1.0,935825.06,1
INC-000423,424,Phishing,26468913.22,174480.0,1.0,1323445.66,1
,425,,,,,,0
INC-000425,426,Phishing,41628498.29,277032.0,1.0,2081424.91,1
,427,,,,,,0
INC-000427,428,Phishing,382501.42,731.0,1.0,19125.07,1
,429,,,,,,0
INC-000429,430,DDoS,1472534.71,8929.0,1.0,73626.74,1
INC-000430,431,Ransomware,74079323.1,492800.0,1.0,3703966.15,1
INC-000431,432,Ransomware,743565.4,2735.0,1.0,37178.27,1
,433,,,,,,0
,434,,,,,,0
INC-000434,435,DDoS,168190329.0,1120548.0,1.0,8409516.45,1
INC-000435,436,Insider Threat,14487952.93,96067.0,1.0,724397.65,1
,437,,,,,,0
INC-000437,438,Phishing,5873340.42,36340.0,1.0,293667.02,1
INC-000438,439,Ransomware,1730553.32,11085.0,1.0,86527.67,1
INC-000439,440,DDoS,9006913.76,58619.0,1.0,450345.69,1
INC-000440,441,Ransomware,1104892.58,6067.0,1.0,55244.63,1
,442,,,,,,0
,443,,,,,,0
,444,,,,,,0
,445,,,,,,0
,446,,,,,,0
INC-000446,447,Ransomware,498727.23,2602.0,1.0,24936.36,1
INC-000447,448,Phishing,374585.53,551.0,1.0,18729.28,1
,449,,,,,,0
,450,,,,,,0
,451,,,,,,0
,452,,,,,,0
INC-000452,453,Phishing,81579785.59,540713.0,1.0,4078989.28,1
INC-000453,454,Ransomware,1994381.11,11825.0,1.0,99719.06,1
INC-000454,455,Insider Threat,331696.9,640.0,1.0,16584.85,1
,456,,,,,,0
,457,,,,,,0
,458,,,,,,0
INC-000458,459,DDoS,6399990.54,40472.0,1.0,319999.53,1
,460,,,,,,0
,461,,,,,,0
,462,,,,,,0
,463,,,,,,0
,464,,,,,,0
,465,,,,,,0
,466,,,,,,0
,467,,,,,,0
,468,,,,,,0
,469,,,,,,0
,470,,,,,,0
INC-000470,471,Ransomware,2476088.48,13577.0,1.0,123804.42,1
INC-000471,472,Insider Threat,813328.05,4451.0,1.0,40666.4,1
,473,,,,,,0
,474,,,,,,0
,475,,,,,,0
,476,,,,,,0
,477,,,,,,0
,478,,,,,,0
,479,,,,,,0
INC-000479,480,Phishing,1648299.82,9302.0,1.0,82414.99,1
INC-000480,481,Insider Threat,1790600.71,9622.0,1.0,89530.04,1
,482,,,,,,0
,483,,,,,,0
INC-000483,484,Insider Threat,164656.09,676.0,1.0,8232.8,1
,485,,,,,,0
,486,,,,,,0
,487,,,,,,0
INC-000487,488,Phishing,2835517.94,18390.0,1.0,141775.9,1
INC-000488,489,Phishing,606890.26,3623.0,1.0,30344.51,1
,490,,,,,,0
,491,,,,,,0
,492,,,,,,0
,493,,,,,,0
INC-000493,494,DDoS,36233885.93,239188.0,1.0,1811694.3,1
INC-000494,495,DDoS,4620133.23,28455.0,1.0,231006.66,1
INC-000495,496,Ransomware,13620365.61,90110.0,1.0,681018.28,1
INC-000496,497,Phishing,586831.39,3000.0,1.0,29341.57,1
,498,,,,,,0
INC-000498,499,Insider Threat,1876102.17,10269.0,1.0,93805.11,1
,500,,,,,,0
,501,,,,,,0
INC-000501,502,Phishing,21924103.24,145412.0,1.0,1096205.16,1
INC-000502,503,Ransomware,26722846.09,176162.0,1.0,1336142.3,1
,504,,,,,,0
INC-000504,505,DDoS,1054286.54,6095.0,1.0,52714.33,1
,506,,,,,,0
INC-000506,507,Insider Threat,3247285.35,18905.0,1.0,162364.27,1
,508,,,,,,0
INC-000508,509,Phishing,1795806.61,11623.0,1.0,89790.33,1
,510,,,,,,0
,511,,,,,,0
,512,,,,,,0
,513,,,,,,0
,514,,,,,,0
INC-000514,515,DDoS,3519880.55,21427.0,1.0,175994.03,1
,516,,,,,,0
INC-000516,517,DDoS,7558350.42,47589.0,1.0,377917.52,1
,518,,,,,,0
,519,,,,,,0
INC-000519,520,Phishing,3363743.58,19337.0,1.0,168187.18,1
,521,,,,,,0
,522,,,,,,0
,523,,,,,,0
,524,,,,,,0
,525,,,,,,0
,526,,,,,,0
INC-000526,527,Phishing,29980861.55,197140.0,1.0,1499043.08,1
INC-000527,528,DDoS,2119851.2,12270.0,1.0,105992.56,1
INC-000528,529,DDoS,4588925.62,29105.0,1.0,229446.28,1
,530,,,,,,0
,531,,,,,,0
,532,,,,,,0
,533,,,,,,0
INC-000533,534,Ransomware,815698.95,3878.0,1.0,40784.95,1
,535,,,,,,0
,536,,,,,,0
,537,,,,,,0
,538,,,,,,0
INC-000538,539,Insider Threat,1512298.26,9057.0,1.0,75614.91,1
INC-000539,540,DDoS,10477538.23,68233.0,1.0,523876.91,1
,541,,,,,,0
,542,,,,,,0
,543,,,,,,0
INC-000543,544,DDoS,582093.97,2614.0,1.0,29104.7,1
,545,,,,,,0
INC-000545,546,Insider Threat,1888657.73,11477.0,1.0,94432.89,1
,547,,,,,,0
INC-000547,548,Ransomware,421520.24,2311.0,1.0,21076.01,1
INC-000548,549,Phishing,7737631.69,49784.0,1.0,386881.58,1
,550,,,,,,0
INC-000550,551,Insider Threat,193054688.94,1285491.0,1.0,9652734.45,1
,552,,,,,,0
INC-000552,553,Ransomware,497338.53,2633.0,1.0,24866.93,1
,554,,,,,,0
,555,,,,,,0
INC-000555,556,Phishing,5089712.95,33195.0,1.0,254485.65,1
,557,,,,,,0
INC-000557,558,Phishing,25054475.89,165892.0,1.0,1252723.79,1
,559,,,,,,0
,560,,,,,,0
,561,,,,,,0
,562,,,,,,0
INC-000562,563,Phishing,16126400.76,104547.0,1.0,806320.04,1
INC-000563,564,DDoS,16423656.01,106973.0,1.0,821182.8,1
,565,,,,,,0
,566,,,,,,0
,567,,,,,,0
INC-000567,568,Phishing,1048496.65,3674.0,1.0,52424.83,1
,569,,,,,,0
,570,,,,,,0
,571,,,,,,0
,572,,,,,,0
,573,,,,,,0
,574,,,,,,0
INC-000574,575,DDoS,1469932.08,8765.0,1.0,73496.6,1
INC-000575,576,DDoS,4302978.61,26724.0,1.0,215148.93,1
,577,,,,,,0
,578,,,,,,0
,579,,,,,,0
INC-000579,580,Insider Threat,8393785.31,54184.0,1.0,419689.27,1
INC-000580,581,Insider Threat,9415861.73,60345.0,1.0,470793.09,1
,582,,,,,,0
,583,,,,,,0
,584,,,,,,0
INC-000584,585,Phishing,592280.04,1327.0,1.0,29614.0,1
,586,,,,,,0
,587,,,,,,0
,588,,,,,,0
,589,,,,,,0
INC-000589,590,DDoS,6468474.09,40874.0,1.0,323423.7,1
,591,,,,,,0
,592,,,,,,0
INC-000592,593,Phishing,1925312.61,9587.0,1.0,96265.63,1
,594,,,,,,0
,595,,,,,,0
,596,,,,,,0
INC-000596,597,Insider Threat,2075222.42,12354.0,1.0,103761.12,1
,598,,,,,,0
,599,,,,,,0
INC-000599,600,Phishing,171464291.01,1141069.0,1.0,8573214.55,1
INC-000600,601,Phishing,3717337.47,22984.0,1.0,185866.87,1
INC-000601,602,Insider Threat,786931.01,3458.0,1.0,39346.55,1
,603,,,,,,0
,604,,,,,,0
INC-000604,605,Ransomware,1142600.9,4897.0,1.0,57130.04,1
INC-000605,606,Insider Threat,3800007.32,24710.0,1.0,190000.37,1
,607,,,,,,0
INC-000607,608,Ransomware,3274424.08,18740.0,1.0,163721.2,1
,609,,,,,,0
,610,,,,,,0
,611,,,,,,0
INC-000611,612,DDoS,1278756.29,6288.0,1.0,63937.81,1
,613,,,,,,0
,614,,,,,,0
INC-000614,615,Phishing,348685.25,1235.0,1.0,17434.26,1
,616,,,,,,0
,617,,,,,,0
,618,,,,,,0
,619,,,,,,0
INC-000619,620,DDoS,609924.65,886.0,1.0,30496.23,1
INC-000620,621,Ransomware,8552788.52,54271.0,1.0,427639.43,1
,622,,,,,,0
,623,,,,,,0
,624,,,,,,0
INC-000624,625,Phishing,2777044.57,17764.0,1.0,138852.23,1
,626,,,,,,0
,627,,,,,,0
,628,,,,,,0
INC-000628,629,DDoS,2486174.63,15948.0,1.0,124308.73,1
,630,,,,,,0
,631,,,,,,0
,632,,,,,,0
,633,,,,,,0
INC-000633,634,DDoS,8858929.64,56852.0,1.0,442946.48,1
,635,,,,,,0
INC-000635,636,Phishing,10554211.78,69898.0,1.0,527710.59,1
,637,,,,,,0
,638,,,,,,0
,639,,,,,,0
INC-000639,640,Insider Threat,5714912.3,37123.0,1.0,285745.61,1
,641,,,,,,0
,642,,,,,,0
,643,,,,,,0
,644,,,,,,0
INC-000644,645,Insider Threat,20640926.0,135481.0,1.0,1032046.3,1
,646,,,,,,0
,647,,,,,,0
INC-000647,648,Phishing,889897.99,3906.0,1.0,44494.9,1
,649,,,,,,0
INC-000649,650,DDoS,3430217.55,20791.0,1.0,171510.88,1
INC-000650,651,Insider Threat,6550842.56,41883.0,1.0,327542.13,1
INC-000651,652,Ransomware,6650635.61,41593.0,1.0,332531.78,1
,653,,,,,,0
,654,,,,,,0
,655,,,,,,0
INC-000655,656,Ransomware,9422275.91,62432.0,1.0,471113.8,1
INC-000656,657,Ransomware,19147887.1,125309.0,1.0,957394.36,1
,658,,,,,,0
,659,,,,,,0
INC-000659,660,Phishing,3083494.01,18896.0,1.0,154174.7,1
,661,,,,,,0
,662,,,,,,0
,663,,,,,,0
INC-000663,664,Ransomware,835529.64,3158.0,1.0,41776.48,1
INC-000664,665,Phishing,51081114.34,340003.0,1.0,2554055.72,1
INC-000665,666,Insider Threat,19178558.89,126682.0,1.0,958927.94,1
INC-000666,667,DDoS,579817.53,586.0,1.0,28990.88,1
,668,,,,,,0
INC-000668,669,Insider Threat,42529843.39,281076.0,1.0,2126492.17,1
,670,,,,,,0
INC-000670,671,Insider Threat,1746849.3,9656.0,1.0,87342.47,1
INC-000671,672,Ransomware,523750.74,2237.0,1.0,26187.54,1
INC-000672,673,DDoS,14165019.93,92952.0,1.0,708251.0,1
INC-000673,674,Insider Threat,19673975.78,128741.0,1.0,983698.79,1
,675,,,,,,0
INC-000675,676,Phishing,1285043.05,8218.0,1.0,64252.15,1
INC-000676,677,Phishing,5087653.53,30765.0,1.0,254382.68,1
,678,,,,,,0
,679,,,,,,0
,680,,,,,,0
,681,,,,,,0
INC-000681,682,Ransomware,1282129.27,5277.0,1.0,64106.46,1
INC-000682,683,Insider Threat,2305898.45,13209.0,1.0,115294.92,1
INC-000683,684,Phishing,644813.37,2961.0,1.0,32240.67,1
,685,,,,,,0
,686,,,,,,0
INC-000686,687,Insider Threat,3139509.12,17992.0,1.0,156975.46,1
INC-000687,688,Insider Threat,797407.14,3357.0,1.0,39870.36,1
,689,,,,,,0
,690,,,,,,0
,691,,,,,,0
,692,,,,,,0
,693,,,,,,0
,694,,,,,,0
,695,,,,,,0
INC-000695,696,DDoS,2317800.25,12589.0,1.0,115890.01,1
,697,,,,,,0
,698,,,,,,0
INC-000698,699,DDoS,4908416.68,30928.0,1.0,245420.83,1
,700,,,,,,0
,701,,,,,,0
INC-000701,702,DDoS,3369432.95,20650.0,1.0,168471.65,1
,703,,,,,,0
INC-000703,704,Ransomware,15032855.65,98313.0,1.0,751642.78,1
,705,,,,,,0
,706,,,,,,0
,707,,,,,,0
,708,,,,,,0
,709,,,,,,0
,710,,,,,,0
,711,,,,,,0
,712,,,,,,0
INC-000712,713,Phishing,20338192.94,133441.0,1.0,1016909.65,1
INC-000713,714,DDoS,102285790.95,679938.0,1.0,5114289.55,1
,715,,,,,,0
INC-000715,716,DDoS,2429118.53,15506.0,1.0,121455.93,1
,717,,,,,,0
,718,,,,,,0
INC-000718,719,Phishing,116995744.15,779405.0,1.0,5849787.21,1
,720,,,,,,0
,721,,,,,,0
INC-000721,722,Ransomware,17236758.96,112400.0,1.0,861837.95,1
INC-000722,723,Phishing,2836513.74,16465.0,1.0,141825.69,1
,724,,,,,,0
,725,,,,,,0
,726,,,,,,0
,727,,,,,,0
,728,,,,,,0
INC-000728,729,Phishing,529265.49,561.0,1.0,26463.27,1
,730,,,,,,0
INC-000730,731,Ransomware,549229.59,725.0,1.0,27461.48,1
,732,,,,,,0
INC-000732,733,Insider Threat,1135506.88,6511.0,1.0,56775.34,1
INC-000733,734,Phishing,8206531.4,53211.0,1.0,410326.57,1
,735,,,,,,0
,736,,,,,,0
,737,,,,,,0
,738,,,,,,0
INC-000738,739,Phishing,888233.97,5429.0,1.0,44411.7,1
,740,,,,,,0
,741,,,,,,0
,742,,,,,,0
